sep=;
Object;DCN;Description;Design Responsible;KOLA Time;Status;Fact No Time;Product Class;LinkID;Function Group;Suffix;Context;Usage;Partno;Part issue;Qty;Amount;UoM;Name;Variants;Added;Deleted;Parttype;Module;Safety Part;Direction;Old LinkID;New Link ID;AssyMark;AssyMark Fact
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");706466;8979;04;4;2;21613770;P01;00001;     ;001;INSTRUCTION;NDX-U3X;K1594810;K1620439;I;090-025-080;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");652468;374 ;12;90;4;22755356;G06;00001;     ;;W/H MF TPMS TXMB5027     ;FAA10,TXMB5027,1EX-U1X;K1566925;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");583983;3758;05;1;2;23833848;P02;00001;     ;001;WIRES;STWPOS-L,BSYS-EBS,UWIND-HE,PH-CAB4;K1495425;K1620439;D;020-085-010;N;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");577811;374 ;12;90;30;23069378;G01;00001;     ;;W/H_FRONT_AXLE_INT AIR   ;FAA20,TXMB5027,PH-ENGCA;K1474235;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");661448;374 ;12;90;4;23157650;G01;00001;     ;;W/H_FUEL DOSING FSS-LEAF ;FAA22,EM-EU6,TXMB4827,FSS-LEAF,PH-ENGCA;K1561318;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");661450;374 ;12;90;4;22814465;G04;00001;     ;;W/H MF TPMS TXMB4827     ;FAA22,TXMB4827,TIRE-PME;K1561318;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");662061;374 ;12;90;5;22971675;G04;00001;     ;;W/H MF PARKING HEATER    ;FAA22,PH-ENGCA;K1561318;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");481349;875 ;01;80;2;22331710;P01;00000;     ;;HOLEGROUP;PH-ENGCA;K1317694;K1620439;W;090-050-050;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");521941;374 ;12;90;4;22781830;G04;00001;     ;;W/H MF PARKING HEATER    ;FAA10,PH-ENGCA;K1420741;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");521942;374 ;12;90;4;22781830;G04;00001;     ;;W/H MF PARKING HEATER    ;FAA11,PH-ENGCA;K1420741;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");522140;374 ;12;90;5;22971675;G04;00001;     ;;W/H MF PARKING HEATER    ;FAA20,PH-ENGCA;K1420741;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");530544;3835;01;90;1;84588658;G02;00001;     ;;TACHO 4.0 - P2981 LHD    ;STWPOS-L,TAS-DIG2;K1411375;K1620439;5;020-095-005;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");530548;3835;01;90;1;84588659;G02;00001;     ;;TACHO 4.0 - P2981 RHD    ;STWPOS-R,TAS-DIG2;K1411375;K1620439;5;020-095-005;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");547107;374 ;12;90;4;23157650;G01;00001;     ;;W/H_FUEL DOSING FSS-LEAF ;FAA20,EM-EU6,TXMB4827,FSS-LEAF,PH-ENGCA;K1434874;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");547109;374 ;12;90;4;23283612;G02;00001;     ;;W/H_FUEL DOSING FSS-LEAF ;FAA20,EM-EU6,TXMB5027,FSS-LEAF,PH-ENGCA;K1434874;K1620439;5;020-010-060;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");551814;875 ;01;91;5;23184939;G03;00001;     ;;FUEL SUPPLY              ;PH-ENGCA,LFFUE275;K1433936;K1620439;5;090-050-010;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");571701;3835;01;0;1;22170825; 04;00000;     ;;TACHOGRAPH CALIBRATION;TAS-DIG2;K1471007;K1620439;U;021-090-011;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");421551;3754;01;21;4;948211;P02;00001;     ;001;CABLE TIE;AUD-PK;K1270996;K1620439;D;020-095-005;;;;;;
51-00794;K1620439;"PC23 - CLEAN UP OBSOLETE LINKS 2023";03776;202409;Introduced;;=T("23");421552;3754;01;21;6;948211;P02;00001;     ;001;CABLE TIE;UTGW;K1270996;K1620439;D;020-095-005;;;;;;
51-00794;K1620948;"HW : TEA2P ; SEM ; T1 ; CLEANUP ; PC23";02602;202409;Approved;;=T("23");611375;3931;01;50;7;24065165; 01;00000;     ;;NODE TEMPLATE;AUD-CDM,AIP-BT;K1534490;K1620948;8;021-090-020;;;;;=T("81");=T("22")
51-00794;K1620948;"HW : TEA2P ; SEM ; T1 ; CLEANUP ; PC23";02602;202409;Approved;;=T("23");622288;3931;01;50;1;24153892; 01;00000;     ;;NODE TEMPLATE;AUD-HIGH;K1546216;K1620948;8;021-090-020;;;579807;;=T("81");=T("22")
54-00095;K1621226;"IV REL FOR NEW TR OF 24 INCH FIXED WHEEL CHOCK- TRP MOUNTED";74232;202409;Introduced;'27;=T("23");754211;9218;01;50;1;24691245; 02;00000;     ;;WHEEL CHOCK MOUNTING;WHCP-T,WTDD24,WHC-FIX1;K1621226;        ;U;040-080-030;;;;;;
54-00095;K1621226;"IV REL FOR NEW TR OF 24 INCH FIXED WHEEL CHOCK- TRP MOUNTED";74232;202409;Introduced;'27;=T("23");754212;9218;01;50;1;24691245; 02;00000;     ;;WHEEL CHOCK MOUNTING;WHCP-T,WTDD24,WHC-FIX2;K1621226;        ;U;040-080-030;;;;;;
;K1626485
A20-0045;K1607533;"SW: TEA2P; VMCU; T2_MATRIX; PAR; PC23;";02602;202347;Introduced;;=T("23");723587;3651;15;72;1;24624757;P01;00001;     ;001;PARAMETER DATA;23-HDV;K1607533;        ;C;021-090-010;;;;;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");750783;3665;01;50;1;24700396; 01;00000;     ;;NODE TEMPLATE;HWSS-CW;K1620018;K1623548;8;021-090-010;;;;778406;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");750784;3665;01;50;1;24700396; 01;00000;     ;;NODE TEMPLATE;HWSS-FCB;K1620018;K1623548;8;021-090-010;;;;778407;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");750785;3665;01;50;1;24700396; 01;00000;     ;;NODE TEMPLATE;HWSS-ACB;K1620018;K1623548;8;021-090-010;;;;778408;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");750786;3665;01;50;1;24700396; 01;00000;     ;;NODE TEMPLATE;UHWSS,LSS-DW;K1620018;K1623548;8;021-090-010;;;;778409;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");732194;3665;01;50;1;24669471; 01;00000;     ;;NODE TEMPLATE;HWSS-CW;K1613607;K1620018;8;021-090-010;;;;;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");732195;3665;01;50;1;24669471; 01;00000;     ;;NODE TEMPLATE;HWSS-FCB;K1613607;K1620018;8;021-090-010;;;;;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");732196;3665;01;50;1;24669471; 01;00000;     ;;NODE TEMPLATE;HWSS-ACB;K1613607;K1620018;8;021-090-010;;;;;;
A20-0046;K1620018;"SW : TEA2P ; DACU ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");732197;3665;01;50;1;24669471; 01;00000;     ;;NODE TEMPLATE;UHWSS,LSS-DW;K1613607;K1620018;8;021-090-010;;;;;;
A20-0046;K1626065;"SW : TEA2P ; VMCU2 ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");764596;3651;15;50;1;24730560; 01;00000;     ;;NODE TEMPLATE;23-HDV;K1626065;K1633119;8;021-090-010;;;;782272;;
A20-0046;K1626065;"SW : TEA2P ; VMCU2 ; T2 ; RC_VERTIGO ; NTP ; PC23";02602;202409;Introduced;;=T("23");758330;3651;15;50;1;24714338; 01;00000;     ;;NODE TEMPLATE;23-HDV;K1621133;K1626065;8;021-090-010;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639247;6412;02;5;1;24121707;P02;00001;     ;001;SHAFT;FAA22,PSS-SING;K1558225;K1613584;K;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639248;6412;02;5;1;24039749;P01;00001;     ;001;SHAFT;FAA22,PSS-DUAL;K1558225;K1613584;K;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639275;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;FAA10;K1558225;K1613584;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639276;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;FAA11;K1558225;K1613584;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639277;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;FAA20;K1558225;K1613584;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639278;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;FAA22,PSS-SING;K1558225;K1613584;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639279;6412;02;21;8;997546;P01;00001;     ;001;HEXAGON SCREW;FAA22,PSS-DUAL;K1558225;K1613584;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639280;6412;02;21;8;984396;P03;00001;     ;001;LOCK NUT;FAA22,PSS-DUAL;K1558225;K1613584;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736392;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-RX;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736393;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-RM;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736394;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-CM;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736395;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAL7.5,FAA10;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736396;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAL8.0,FAA10;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736397;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAL9.0,FAA10,PSS-SING;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736398;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAL10.0,FAA10,PSS-SING;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736399;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAA11,PSS-SING;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736400;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAA20;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736401;6412;02;21;8;997546;P01;00001;     ;001;HEXAGON SCREW;TYPE-KM,FAL9.0,FAA10,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736402;6412;02;21;8;997546;P01;00001;     ;001;HEXAGON SCREW;TYPE-KM,FAL10.0,FAA10,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736403;6412;02;21;8;997546;P01;00001;     ;001;HEXAGON SCREW;TYPE-KM,FAA11,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736404;6412;02;21;8;984396;P03;00001;     ;001;LOCK NUT;TYPE-KM,FAL9.0,FAA10,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");639365;6412;02;91;1;84471346;G03;00001;     ;;STEERING_SHAFT           ;FAA22,PSS-SING;K1558225;K1613584;5;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");641373;6412;02;91;1;78668307;G01;00001;     ;;SHAFT                    ;FAA22,PSS-DUAL;K1558225;K1613584;5;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736962;6412;02;91;1;84471346;G03;00001;     ;;STEERING_SHAFT           ;TYPE-KM,FAA22,PSS-SING;K1613584;        ;5;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736963;6412;02;91;1;78668307;G01;00001;     ;;SHAFT                    ;TYPE-KM,FAA22,PSS-DUAL;K1613584;        ;5;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736405;6412;02;21;8;984396;P03;00001;     ;001;LOCK NUT;TYPE-KM,FAL10.0,FAA10,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736406;6412;02;21;8;984396;P03;00001;     ;001;LOCK NUT;TYPE-KM,FAA11,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736407;6412;02;21;8;82573230;P02;00001;     ;001;STEERING LINK LOCKING;TYPE-KM,FAA22,PSS-SING;K1613584;        ;D;090-025-020;Y;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736408;6412;02;21;8;997546;P01;00001;     ;001;HEXAGON SCREW;TYPE-KM,FAA22,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736409;6412;02;21;8;984396;P03;00001;     ;001;LOCK NUT;TYPE-KM,FAA22,PSS-DUAL;K1613584;        ;D;090-025-020;;;;;;
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736410;6412;02;5;1;24121707;P02;00001;     ;001;SHAFT;TYPE-KM,FAA22,PSS-SING;K1613584;        ;K;090-025-020;Y;;;;=T("81");=T("22")
Q3-29590;K1613584;"FG6412-02 SCREW CORRECTION FOR SOLVING PIL";06974;202409;Introduced;;=T("23");736411;6412;02;5;1;24039749;P01;00001;     ;001;SHAFT;TYPE-KM,FAA22,PSS-DUAL;K1613584;        ;K;090-025-020;Y;;;;=T("81");=T("22")
Q3-29858;K1623755;"PIL-171570 TR GEARBOX CROSSMEMBER";74350;202417;Introduced;'27;=T("23");761169;370 ;01;50;9;24574198; 02;00000;     ;;GEARBOX CROSSMEMBER;23-HDV;K1623755;        ;U;020-010-050;;;;;;
Q3-29858;K1623755;"PIL-171570 TR GEARBOX CROSSMEMBER";74350;202417;Introduced;'27;=T("23");618969;370 ;01;50;9;24217676; 01;00000;     ;;GEARBOX CROSSMEMBER;23-HDV;K1547560;K1623755;U;020-010-050;;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761738;374 ;07;1;12;24499194;P02;00001;     ;001;WIRES;TYPE-RX,BATS-S,RAP6740,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761739;374 ;07;1;12;24499195;P02;00001;     ;001;WIRES;TYPE-RX,BATS-S,RAP6840,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761740;374 ;07;1;12;24499195;P02;00001;     ;001;WIRES;TYPE-RX,BATS-S,RAP6940,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761741;374 ;07;1;12;24499196;P02;00001;     ;001;WIRES;TYPE-RX,BATS-S,RAP7140,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761742;374 ;07;1;12;24499188;P02;00001;     ;001;WIRES;TYPE-RM,BATS-S,RAP6740,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761743;374 ;07;1;12;24499188;P02;00001;     ;001;WIRES;TYPE-CM,BATS-S,RAP6740,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761748;374 ;07;1;12;24499191;P02;00001;     ;001;WIRES;TYPE-RM,BATS-S,RAP6840,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761749;374 ;07;1;12;24499191;P02;00001;     ;001;WIRES;TYPE-CM,BATS-S,RAP6840,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761750;374 ;07;1;12;24499193;P02;00001;     ;001;WIRES;TYPE-RM,BATS-S,RAP7140,EL-GEN2B,BBOX-EF,RFL1015;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761782;374 ;07;1;10;24507041;P03;00001;     ;001;WIRES;TYPE-RX,BATS-S,FAA10,EL-GEN2B,BBOX-L,UFRF,UWIND-HE,TXMB4827;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");761783;374 ;07;1;10;24507058;P03;00001;     ;001;WIRES;TYPE-RM,BATS-S,FAA10,EL-GEN2B,BBOX-L,UFRF,UWIND-HE,TXMB5027;K1616043;        ;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");623428;374 ;07;1;12;24256634;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6740,BBOX-EF,ECBB-BAS,24A180BL,RFL1015;K1552597;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");623429;374 ;07;1;12;24256634;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6740,BBOX-EF,ECBB-HIG,24A180BL,RFL1015;K1552597;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");661058;374 ;07;1;12;24256634;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6740,BBOX-EF,ECBB-MED,24A180BL,RFL1015;K1562025;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");661354;374 ;07;1;12;24256635;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6840,BBOX-EF,ECBB-BAS,24A180BL,RFL1015;K1562025;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");661355;374 ;07;1;12;24256635;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6840,BBOX-EF,ECBB-MED,24A180BL,RFL1015;K1562025;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");661356;374 ;07;1;12;24256635;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6840,BBOX-EF,ECBB-HIG,24A180BL,RFL1015;K1562025;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");694971;374 ;07;1;10;24507041;P03;00001;     ;001;WIRES;TYPE-RX,FAA10,EL-GEN2B,BBOX-L,ECBB-BAS,UFRF,UWIND-HE,TXMB4827;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");694972;374 ;07;1;10;24507041;P03;00001;     ;001;WIRES;TYPE-RX,FAA10,EL-GEN2B,BBOX-L,ECBB-MED,UFRF,UWIND-HE,TXMB4827;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");694973;374 ;07;1;10;24507041;P03;00001;     ;001;WIRES;TYPE-RX,FAA10,EL-GEN2B,BBOX-L,ECBB-HIG,UFRF,UWIND-HE,TXMB4827;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");695013;374 ;07;1;10;24507056;P03;00001;     ;001;WIRES;TYPE-RM,FAA10,EL-GEN2B,BBOX-L,ECBB-BAS,UFRF,UWIND-HE,TXMB4827;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");695014;374 ;07;1;10;24507056;P03;00001;     ;001;WIRES;TYPE-RM,FAA10,EL-GEN2B,BBOX-L,ECBB-MED,UFRF,UWIND-HE,TXMB4827;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");695015;374 ;07;1;10;24507056;P03;00001;     ;001;WIRES;TYPE-RM,FAA10,EL-GEN2B,BBOX-L,ECBB-HIG,UFRF,UWIND-HE,TXMB4827;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");695019;374 ;07;1;10;24507058;P03;00001;     ;001;WIRES;TYPE-RM,FAA10,EL-GEN2B,BBOX-L,ECBB-BAS,UFRF,UWIND-HE,TXMB5027;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");695020;374 ;07;1;10;24507058;P03;00001;     ;001;WIRES;TYPE-RM,FAA10,EL-GEN2B,BBOX-L,ECBB-MED,UFRF,UWIND-HE,TXMB5027;K1587406;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");661368;374 ;07;1;12;24256635;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6940,BBOX-EF,ECBB-BAS,24A180BL,RFL1015;K1562025;K1616043;D;020-010-060;N;;;;;
Q3-29873;K1616043;"CORRECTING LINKS FOR NS - PC23";74350;202409;Introduced;'27;=T("23");661369;374 ;07;1;12;24256635;P03;00001;     ;001;WIRES;TYPE-RM,BATS-D,RAP6940,BBOX-EF,ECBB-MED,24A180BL,RFL1015;K1562025;K1616043;D;020-010-060;N;;;;;
